Tarih,PM10,PM10Debi,SO2,NO2,NOX,NO,O3,HavaSicakligi,RuzgarHizi,BagilNem,HavaBasinc,HKI
7/15/2019,18.90246930987864,10.853471610433939,4.212378630372567,21.989642612809227,38.008990122579625,6.364448396313023,61.69699658475388,24.02822050429945,1.90579522607656,86.44490809687291,999.3241397853027,1.0
7/14/2019,22.79544960212183,10.849147734056485,3.8913885962396115,23.85278545340019,39.66970001792516,5.6001379633382,55.07770194474637,24.45367112847564,1.0339556959358664,78.7597627653508,998.0750022029483,1.0
7/13/2019,21.78705259375,10.843861725378758,5.5350626477431,20.224192088029557,40.07283681293643,7.6765764521507,65.44450425656726,26.29023913078155,1.3930046934513909,70.4501695986845,1003.5018961802118,1.0
7/12/2019,20.605019331055164,10.851486166907787,5.065878321806211,23.882248521074047,45.3560546533641,9.694556855140512,50.745614988904,26.840904055023817,1.1530136350592393,79.9572695570174,1003.294781369612,1.0
7/11/2019,16.818205638888937,10.850171653030305,2.7140095460712206,20.805424973104873,38.00006663790882,6.97072833875042,60.03926813813399,25.91233697169055,1.2892846014553436,90.08177143201752,998.7577084908328,1.0
7/10/2019,26.03350971148983,10.832407159008696,3.7677708370773,19.582008200125514,31.72085556749849,5.065616880662414,74.3156562749095,28.311931276350546,1.4388855153491482,78.4874957536234,1000.394879776022,1.0
7/9/2019,27.654294933712077,10.825202168813153,6.476882871155316,24.68113156157237,43.32543414793003,13.135354395212474,91.113610317029,29.009636515151637,1.5241094511363764,68.5941757916671,1004.02480886364,1.0
7/8/2019,32.053993263888835,10.83874041401515,10.61812171590161,30.244723560162587,45.44930092865047,10.611654531084742,81.36415509737311,31.44405996212072,1.5627390924242428,64.34364649999999,1000.5132664015117,1.0
7/7/2019,27.749269097675253,10.859158770514885,7.239537579604013,17.444382389395876,24.369264310618785,4.446503926256191,81.0547098007245,26.771979893892365,1.7465282483366298,66.52313951449311,1002.4542211083699,1.0
7/6/2019,34.8489670243055,10.870229697853516,5.978171319283412,25.36346717899943,37.15629883396323,8.005699953888,79.96949077445652,28.797779166666636,1.4565565478788,74.07968950000041,1003.7363459090816,1.0
7/5/2019,24.33067149430448,10.855462945108757,4.453338011252045,15.444085122951494,22.762227650282718,4.084536348188428,84.30323707848088,25.81017059737709,1.850297392493112,73.02501020454552,1007.0075165943484,1.0
7/4/2019,25.21461534420283,10.861287390963122,4.427539218104282,15.999536298117052,23.81558126114466,3.838617751583132,72.31973711324852,26.02582680735918,2.073851305303036,72.7689658095241,1007.6152512337579,1.0
7/3/2019,27.95647792708333,10.851293917045483,8.486632528240714,19.434715204556824,29.139576316750286,6.335120079487128,67.94410633627724,28.00510375,1.5436341564393912,73.56246024999999,1004.1866746590973,1.0
7/2/2019,22.82281087847227,10.865888475378695,8.086867104587514,19.210225431340533,28.700419667464715,6.35814961187296,68.00626767300712,26.180742992424268,1.6277170659090936,69.47614012499969,1006.4260701893908,1.0
7/1/2019,21.702941286001447,10.864201311423383,3.1607997433479147,18.610508694568907,29.877791321252232,7.485699537500008,63.95401183695639,27.635714621212,1.883903954132221,67.226031791667,1010.8939746590843,1.0
6/30/2019,20.793427864583254,10.851300598699007,6.325659406790078,17.482609301098922,25.744953159559568,5.3832259602564285,63.82236949479176,25.07187920454545,1.5198741745454598,67.0014307083338,1011.1312173105908,1.0
6/29/2019,20.95356612333936,10.851047312499938,3.270258835232144,10.698672839627124,15.479958332636562,2.6251144086538485,75.75409676403976,24.052066931818274,2.2085487890151296,70.27714154166661,1005.5943074242398,1.0
6/28/2019,33.460766538194534,10.86135242878791,9.871120169008385,25.045644437207336,35.78549556340585,7.049286177243571,80.20145827083311,29.252703204875,1.606807883116877,72.2277338749997,1001.8307653507907,1.0
6/27/2019,29.052998638452312,10.861284605813598,4.99154075497218,11.61383585979656,16.825009549152053,2.615304032696921,87.50769077367373,26.659250037173003,2.2642475414031606,71.2087614384055,1007.5768680154973,1.0
6/26/2019,28.732953410778915,10.885099313257694,2.341538452251987,11.954901160841686,18.094237576226355,3.193303252884641,69.60941217187515,26.81877246212118,2.135152086742421,77.543432375,1009.910654486918,1.0
6/25/2019,28.19792562333933,10.88584830871215,3.6527178209809867,13.797352667179775,20.406407892001077,4.123922316404453,77.42520090625013,27.72098480072464,1.827363335375488,75.2049448061594,1007.4596664196338,1.0
6/24/2019,31.023460565972172,10.871336536050668,5.0929300668343656,17.373397311021463,32.13197553666173,6.411966861771566,73.79979925,31.71085980716236,1.6982815047041546,67.182458484848,1006.2614887157092,1.0
6/23/2019,35.37817220561583,10.874422758761392,7.340700137124224,18.976931238877672,27.464394248618607,5.530938805295415,71.65632842187487,28.20348636019282,1.2559468933146454,74.64455660984841,1006.0987980372,1.0
6/22/2019,41.63283859118341,10.880919946887273,5.0033322761943095,29.999445878576736,42.450811918034944,9.10539443575806,67.93217188020837,29.869511511707913,1.1965560764531644,82.54262348484879,1004.1778257084744,1.0
6/21/2019,46.118863430921,10.884263561248353,6.638909325065299,35.40743638066561,57.316960340224135,17.92917768351161,39.3164391875,32.46715416322291,0.8601676572314036,88.7949618181814,1004.1351781590528,1.0
6/20/2019,36.039376658848184,10.87146145537142,14.0307811146016,40.25528392922517,61.01500419218035,15.842986037834466,45.54797855548,32.083141648001536,0.7760318665513891,89.8505346745172,1002.2106897073974,1.0
6/19/2019,32.936613578418175,10.858328117972428,11.601073654005566,32.280184164347624,46.5343926169516,14.278469629079087,46.97350869270813,30.83182257231364,1.1177688920454576,90.3947617916667,1002.6525148270692,1.0
